@relation mixed_instances_1

@attribute token_count numeric
@attribute avg_token_count numeric
@attribute SLD_URL_mal numeric
@attribute SLD_URL_phis numeric
@attribute SLD_URL_spam numeric
@attribute inbound_link_google numeric
@attribute inbound_link_yahoo numeric
@attribute inbound_link_bing numeric
@attribute lookup_time numeric
@attribute class {malware,phishing,spamming}

@data
3,5.333333,0.030848,0.016694,0.010558,0,0,0,3398,malware
3,2.666667,0,0.00052,0.000004,0,0,0,430,phishing
2,9.5,0,0,0.000004,0,0,0,77,spamming
2,7,0.000643,0,0,0,0,0,42,malware
3,5.333333,0.00964,0.038167,0.00537,0,0,0,513,phishing
2,9.5,0,0,0.000004,0,0,0,110,spamming
2,14,0.000643,0,0,0,0,0,587,malware
3,5.666667,0.00964,0.038167,0.00537,0,0,0,503,phishing
2,9.5,0,0,0.000004,0,0,0,56,spamming
4,4.25,0.001285,0.000381,0.000025,0,0,0,73,malware
4,4.75,0,0.000381,0,0,0,0,273,phishing
2,9.5,0,0,0.000004,0,0,0,303,spamming
3,4,0.000643,0,0,0,0,0,243,malware
4,5,0,0.000069,0,0,0,0,198,phishing
2,9.5,0,0,0.000004,0,0,0,49,spamming
2,2.5,0.000643,0,0,0,0,0,411,malware
3,5.666667,0,0.000035,0,0,0,0,748,phishing
2,9.5,0,0,0.000004,0,0,0,128,spamming
3,3,0.000643,0,0,0,0,0,496,malware
15,11.4,0,0.000104,0,0,0,0,63,phishing
2,9.5,0,0,0.000004,0,0,0,274,spamming
2,7.5,0.000643,0,0,0,0,0,334,malware
5,6.2,0,0.000104,0,0,0,0,64,phishing
